WEEK_YEAR_KEY,WEEK_KEY,WEEK_YEAR_SHORT_DES,MONTH_YEAR_KEY,MONTH_KEY,MONTH_YEAR_SHORT_DES,YEAR_WEEK_KEY,LOAD_TIME
207526,26,2075W26,207506,6,Jun 2075,2075,
207527,27,2075W27,207507,7,Jul 2075,2075,
207528,28,2075W28,207507,7,Jul 2075,2075,
207529,29,2075W29,207507,7,Jul 2075,2075,
207530,30,2075W30,207507,7,Jul 2075,2075,
207531,31,2075W31,207507,7,Jul 2075,2075,
207532,32,2075W32,207508,8,Ago 2075,2075,
207533,33,2075W33,207508,8,Ago 2075,2075,
207534,34,2075W34,207508,8,Ago 2075,2075,
207535,35,2075W35,207508,8,Ago 2075,2075,
207536,36,2075W36,207509,9,Sep 2075,2075,
207537,37,2075W37,207509,9,Sep 2075,2075,
207538,38,2075W38,207509,9,Sep 2075,2075,
207539,39,2075W39,207509,9,Sep 2075,2075,
207540,40,2075W40,207509,9,Sep 2075,2075,
207541,41,2075W41,207510,10,Oct 2075,2075,
207542,42,2075W42,207510,10,Oct 2075,2075,
207543,43,2075W43,207510,10,Oct 2075,2075,
207544,44,2075W44,207510,10,Oct 2075,2075,
207545,45,2075W45,207511,11,Nov 2075,2075,
207546,46,2075W46,207511,11,Nov 2075,2075,
207547,47,2075W47,207511,11,Nov 2075,2075,
207548,48,2075W48,207511,11,Nov 2075,2075,
207549,49,2075W49,207512,12,Dic 2075,2075,
207550,50,2075W50,207512,12,Dic 2075,2075,
207551,51,2075W51,207512,12,Dic 2075,2075,
207552,52,2075W52,207512,12,Dic 2075,2075,
207601,1,2076W01,207512,12,Dic 2075,2076,
207602,2,2076W02,207601,1,Ene 2076,2076,
207603,3,2076W03,207601,1,Ene 2076,2076,
207604,4,2076W04,207601,1,Ene 2076,2076,
207605,5,2076W05,207601,1,Ene 2076,2076,
207606,6,2076W06,207602,2,Feb 2076,2076,
207607,7,2076W07,207602,2,Feb 2076,2076,
207608,8,2076W08,207602,2,Feb 2076,2076,
207609,9,2076W09,207602,2,Feb 2076,2076,
207610,10,2076W10,207603,3,Mar 2076,2076,
207611,11,2076W11,207603,3,Mar 2076,2076,
207612,12,2076W12,207603,3,Mar 2076,2076,
207613,13,2076W13,207603,3,Mar 2076,2076,
207614,14,2076W14,207603,3,Mar 2076,2076,
207615,15,2076W15,207604,4,Abr 2076,2076,
207616,16,2076W16,207604,4,Abr 2076,2076,
207617,17,2076W17,207604,4,Abr 2076,2076,
207618,18,2076W18,207604,4,Abr 2076,2076,
207619,19,2076W19,207605,5,May 2076,2076,
207620,20,2076W20,207605,5,May 2076,2076,
207621,21,2076W21,207605,5,May 2076,2076,
207622,22,2076W22,207605,5,May 2076,2076,
207623,23,2076W23,207606,6,Jun 2076,2076,
207624,24,2076W24,207606,6,Jun 2076,2076,
207625,25,2076W25,207606,6,Jun 2076,2076,
207626,26,2076W26,207606,6,Jun 2076,2076,
207627,27,2076W27,207606,6,Jun 2076,2076,
207628,28,2076W28,207607,7,Jul 2076,2076,
207629,29,2076W29,207607,7,Jul 2076,2076,
207630,30,2076W30,207607,7,Jul 2076,2076,
207631,31,2076W31,207607,7,Jul 2076,2076,
207632,32,2076W32,207608,8,Ago 2076,2076,
207633,33,2076W33,207608,8,Ago 2076,2076,
207634,34,2076W34,207608,8,Ago 2076,2076,
207635,35,2076W35,207608,8,Ago 2076,2076,
207636,36,2076W36,207608,8,Ago 2076,2076,
207637,37,2076W37,207609,9,Sep 2076,2076,
207638,38,2076W38,207609,9,Sep 2076,2076,
207639,39,2076W39,207609,9,Sep 2076,2076,
207640,40,2076W40,207609,9,Sep 2076,2076,
207641,41,2076W41,207610,10,Oct 2076,2076,
207642,42,2076W42,207610,10,Oct 2076,2076,
207643,43,2076W43,207610,10,Oct 2076,2076,
207644,44,2076W44,207610,10,Oct 2076,2076,
207645,45,2076W45,207611,11,Nov 2076,2076,
207646,46,2076W46,207611,11,Nov 2076,2076,
207647,47,2076W47,207611,11,Nov 2076,2076,
207648,48,2076W48,207611,11,Nov 2076,2076,
207649,49,2076W49,207611,11,Nov 2076,2076,
207650,50,2076W50,207612,12,Dic 2076,2076,
207651,51,2076W51,207612,12,Dic 2076,2076,
207652,52,2076W52,207612,12,Dic 2076,2076,
207653,53,2076W53,207612,12,Dic 2076,2076,
207701,1,2077W01,207701,1,Ene 2077,2077,
207702,2,2077W02,207701,1,Ene 2077,2077,
207703,3,2077W03,207701,1,Ene 2077,2077,
207704,4,2077W04,207701,1,Ene 2077,2077,
207705,5,2077W05,207702,2,Feb 2077,2077,
207706,6,2077W06,207702,2,Feb 2077,2077,
207707,7,2077W07,207702,2,Feb 2077,2077,
207708,8,2077W08,207702,2,Feb 2077,2077,
207709,9,2077W09,207703,3,Mar 2077,2077,
207710,10,2077W10,207703,3,Mar 2077,2077,
207711,11,2077W11,207703,3,Mar 2077,2077,
207712,12,2077W12,207703,3,Mar 2077,2077,
207713,13,2077W13,207703,3,Mar 2077,2077,
207714,14,2077W14,207704,4,Abr 2077,2077,
207715,15,2077W15,207704,4,Abr 2077,2077,
207716,16,2077W16,207704,4,Abr 2077,2077,
207717,17,2077W17,207704,4,Abr 2077,2077,
207718,18,2077W18,207705,5,May 2077,2077,
207719,19,2077W19,207705,5,May 2077,2077,
207720,20,2077W20,207705,5,May 2077,2077,
207721,21,2077W21,207705,5,May 2077,2077,
207722,22,2077W22,207705,5,May 2077,2077,
207723,23,2077W23,207706,6,Jun 2077,2077,
207724,24,2077W24,207706,6,Jun 2077,2077,
207725,25,2077W25,207706,6,Jun 2077,2077,
207726,26,2077W26,207706,6,Jun 2077,2077,
207727,27,2077W27,207707,7,Jul 2077,2077,
207728,28,2077W28,207707,7,Jul 2077,2077,
207729,29,2077W29,207707,7,Jul 2077,2077,
207730,30,2077W30,207707,7,Jul 2077,2077,
207731,31,2077W31,207708,8,Ago 2077,2077,
207732,32,2077W32,207708,8,Ago 2077,2077,
207733,33,2077W33,207708,8,Ago 2077,2077,
207734,34,2077W34,207708,8,Ago 2077,2077,
207735,35,2077W35,207708,8,Ago 2077,2077,
207736,36,2077W36,207709,9,Sep 2077,2077,
207737,37,2077W37,207709,9,Sep 2077,2077,
207738,38,2077W38,207709,9,Sep 2077,2077,
207739,39,2077W39,207709,9,Sep 2077,2077,
207740,40,2077W40,207710,10,Oct 2077,2077,
207741,41,2077W41,207710,10,Oct 2077,2077,
207742,42,2077W42,207710,10,Oct 2077,2077,
207743,43,2077W43,207710,10,Oct 2077,2077,
207744,44,2077W44,207711,11,Nov 2077,2077,
207745,45,2077W45,207711,11,Nov 2077,2077,
207746,46,2077W46,207711,11,Nov 2077,2077,
207747,47,2077W47,207711,11,Nov 2077,2077,
207748,48,2077W48,207711,11,Nov 2077,2077,
207749,49,2077W49,207712,12,Dic 2077,2077,
207750,50,2077W50,207712,12,Dic 2077,2077,
207751,51,2077W51,207712,12,Dic 2077,2077,
207752,52,2077W52,207712,12,Dic 2077,2077,
207801,1,2078W01,207801,1,Ene 2078,2078,
207802,2,2078W02,207801,1,Ene 2078,2078,
207803,3,2078W03,207801,1,Ene 2078,2078,
207804,4,2078W04,207801,1,Ene 2078,2078,
207805,5,2078W05,207801,1,Ene 2078,2078,
207806,6,2078W06,207802,2,Feb 2078,2078,
207807,7,2078W07,207802,2,Feb 2078,2078,
207808,8,2078W08,207802,2,Feb 2078,2078,
207809,9,2078W09,207802,2,Feb 2078,2078,
207810,10,2078W10,207803,3,Mar 2078,2078,
207811,11,2078W11,207803,3,Mar 2078,2078,
207812,12,2078W12,207803,3,Mar 2078,2078,
207813,13,2078W13,207803,3,Mar 2078,2078,
207814,14,2078W14,207804,4,Abr 2078,2078,
207815,15,2078W15,207804,4,Abr 2078,2078,
207816,16,2078W16,207804,4,Abr 2078,2078,
207817,17,2078W17,207804,4,Abr 2078,2078,
207818,18,2078W18,207805,5,May 2078,2078,
207819,19,2078W19,207805,5,May 2078,2078,
207820,20,2078W20,207805,5,May 2078,2078,
207821,21,2078W21,207805,5,May 2078,2078,
207822,22,2078W22,207805,5,May 2078,2078,
207823,23,2078W23,207806,6,Jun 2078,2078,
207824,24,2078W24,207806,6,Jun 2078,2078,
207825,25,2078W25,207806,6,Jun 2078,2078,
207826,26,2078W26,207806,6,Jun 2078,2078,
207827,27,2078W27,207807,7,Jul 2078,2078,
207828,28,2078W28,207807,7,Jul 2078,2078,
207829,29,2078W29,207807,7,Jul 2078,2078,
207830,30,2078W30,207807,7,Jul 2078,2078,
207831,31,2078W31,207808,8,Ago 2078,2078,
207832,32,2078W32,207808,8,Ago 2078,2078,
207833,33,2078W33,207808,8,Ago 2078,2078,
207834,34,2078W34,207808,8,Ago 2078,2078,
207835,35,2078W35,207808,8,Ago 2078,2078,
207836,36,2078W36,207809,9,Sep 2078,2078,
207837,37,2078W37,207809,9,Sep 2078,2078,
207838,38,2078W38,207809,9,Sep 2078,2078,
207839,39,2078W39,207809,9,Sep 2078,2078,
207840,40,2078W40,207810,10,Oct 2078,2078,
207841,41,2078W41,207810,10,Oct 2078,2078,
207842,42,2078W42,207810,10,Oct 2078,2078,
207843,43,2078W43,207810,10,Oct 2078,2078,
207844,44,2078W44,207810,10,Oct 2078,2078,
207845,45,2078W45,207811,11,Nov 2078,2078,
207846,46,2078W46,207811,11,Nov 2078,2078,
207847,47,2078W47,207811,11,Nov 2078,2078,
207848,48,2078W48,207811,11,Nov 2078,2078,
207849,49,2078W49,207812,12,Dic 2078,2078,
207850,50,2078W50,207812,12,Dic 2078,2078,
207851,51,2078W51,207812,12,Dic 2078,2078,
207852,52,2078W52,207812,12,Dic 2078,2078,
207901,1,2079W01,207901,1,Ene 2079,2079,
207902,2,2079W02,207901,1,Ene 2079,2079,
207903,3,2079W03,207901,1,Ene 2079,2079,
207904,4,2079W04,207901,1,Ene 2079,2079,
207905,5,2079W05,207901,1,Ene 2079,2079,
207906,6,2079W06,207902,2,Feb 2079,2079,
207907,7,2079W07,207902,2,Feb 2079,2079,
207908,8,2079W08,207902,2,Feb 2079,2079,
207909,9,2079W09,207902,2,Feb 2079,2079,
207910,10,2079W10,207903,3,Mar 2079,2079,
207911,11,2079W11,207903,3,Mar 2079,2079,
207912,12,2079W12,207903,3,Mar 2079,2079,
207913,13,2079W13,207903,3,Mar 2079,2079,
207914,14,2079W14,207904,4,Abr 2079,2079,
207915,15,2079W15,207904,4,Abr 2079,2079,
207916,16,2079W16,207904,4,Abr 2079,2079,
207917,17,2079W17,207904,4,Abr 2079,2079,
207918,18,2079W18,207905,5,May 2079,2079,
207919,19,2079W19,207905,5,May 2079,2079,
207920,20,2079W20,207905,5,May 2079,2079,
207921,21,2079W21,207905,5,May 2079,2079,
207922,22,2079W22,207905,5,May 2079,2079,
207923,23,2079W23,207906,6,Jun 2079,2079,
207924,24,2079W24,207906,6,Jun 2079,2079,
207925,25,2079W25,207906,6,Jun 2079,2079,
207926,26,2079W26,207906,6,Jun 2079,2079,
207927,27,2079W27,207907,7,Jul 2079,2079,
207928,28,2079W28,207907,7,Jul 2079,2079,
207929,29,2079W29,207907,7,Jul 2079,2079,
207930,30,2079W30,207907,7,Jul 2079,2079,
207931,31,2079W31,207907,7,Jul 2079,2079,
207932,32,2079W32,207908,8,Ago 2079,2079,
207933,33,2079W33,207908,8,Ago 2079,2079,
207934,34,2079W34,207908,8,Ago 2079,2079,
207935,35,2079W35,207908,8,Ago 2079,2079,
207936,36,2079W36,207909,9,Sep 2079,2079,
207937,37,2079W37,207909,9,Sep 2079,2079,
207938,38,2079W38,207909,9,Sep 2079,2079,
207939,39,2079W39,207909,9,Sep 2079,2079,
207940,40,2079W40,207910,10,Oct 2079,2079,
207941,41,2079W41,207910,10,Oct 2079,2079,
207942,42,2079W42,207910,10,Oct 2079,2079,
207943,43,2079W43,207910,10,Oct 2079,2079,
207944,44,2079W44,207910,10,Oct 2079,2079,
207945,45,2079W45,207911,11,Nov 2079,2079,
207946,46,2079W46,207911,11,Nov 2079,2079,
207947,47,2079W47,207911,11,Nov 2079,2079,
207948,48,2079W48,207911,11,Nov 2079,2079,
207949,49,2079W49,207912,12,Dic 2079,2079,
207950,50,2079W50,207912,12,Dic 2079,2079,
207951,51,2079W51,207912,12,Dic 2079,2079,
207952,52,2079W52,207912,12,Dic 2079,2079,
208001,1,2080W01,208001,1,Ene 2080,2080,
208002,2,2080W02,208001,1,Ene 2080,2080,
208003,3,2080W03,208001,1,Ene 2080,2080,
208004,4,2080W04,208001,1,Ene 2080,2080,
208005,5,2080W05,208001,1,Ene 2080,2080,
208006,6,2080W06,208002,2,Feb 2080,2080,
208007,7,2080W07,208002,2,Feb 2080,2080,
208008,8,2080W08,208002,2,Feb 2080,2080,
208009,9,2080W09,208002,2,Feb 2080,2080,
208010,10,2080W10,208003,3,Mar 2080,2080,
208011,11,2080W11,208003,3,Mar 2080,2080,
208012,12,2080W12,208003,3,Mar 2080,2080,
208013,13,2080W13,208003,3,Mar 2080,2080,
208014,14,2080W14,208004,4,Abr 2080,2080,
208015,15,2080W15,208004,4,Abr 2080,2080,
208016,16,2080W16,208004,4,Abr 2080,2080,
208017,17,2080W17,208004,4,Abr 2080,2080,
208018,18,2080W18,208004,4,Abr 2080,2080,
208019,19,2080W19,208005,5,May 2080,2080,
208020,20,2080W20,208005,5,May 2080,2080,
208021,21,2080W21,208005,5,May 2080,2080,
208022,22,2080W22,208005,5,May 2080,2080,
208023,23,2080W23,208006,6,Jun 2080,2080,
208024,24,2080W24,208006,6,Jun 2080,2080,
208025,25,2080W25,208006,6,Jun 2080,2080,
208026,26,2080W26,208006,6,Jun 2080,2080,
208027,27,2080W27,208007,7,Jul 2080,2080,
208028,28,2080W28,208007,7,Jul 2080,2080,
208029,29,2080W29,208007,7,Jul 2080,2080,
208030,30,2080W30,208007,7,Jul 2080,2080,
208031,31,2080W31,208007,7,Jul 2080,2080,
208032,32,2080W32,208008,8,Ago 2080,2080,
208033,33,2080W33,208008,8,Ago 2080,2080,
208034,34,2080W34,208008,8,Ago 2080,2080,
208035,35,2080W35,208008,8,Ago 2080,2080,
208036,36,2080W36,208009,9,Sep 2080,2080,
208037,37,2080W37,208009,9,Sep 2080,2080,
208038,38,2080W38,208009,9,Sep 2080,2080,
208039,39,2080W39,208009,9,Sep 2080,2080,
208040,40,2080W40,208009,9,Sep 2080,2080,
208041,41,2080W41,208010,10,Oct 2080,2080,
208042,42,2080W42,208010,10,Oct 2080,2080,
208043,43,2080W43,208010,10,Oct 2080,2080,
208044,44,2080W44,208010,10,Oct 2080,2080,
208045,45,2080W45,208011,11,Nov 2080,2080,
208046,46,2080W46,208011,11,Nov 2080,2080,
208047,47,2080W47,208011,11,Nov 2080,2080,
208048,48,2080W48,208011,11,Nov 2080,2080,
208049,49,2080W49,208012,12,Dic 2080,2080,
208050,50,2080W50,208012,12,Dic 2080,2080,
208051,51,2080W51,208012,12,Dic 2080,2080,
208052,52,2080W52,208012,12,Dic 2080,2080,
208101,1,2081W01,208012,12,Dic 2080,2081,
208102,2,2081W02,208101,1,Ene 2081,2081,
208103,3,2081W03,208101,1,Ene 2081,2081,
208104,4,2081W04,208101,1,Ene 2081,2081,
208105,5,2081W05,208101,1,Ene 2081,2081,
208106,6,2081W06,208102,2,Feb 2081,2081,
208107,7,2081W07,208102,2,Feb 2081,2081,
208108,8,2081W08,208102,2,Feb 2081,2081,
208109,9,2081W09,208102,2,Feb 2081,2081,
208110,10,2081W10,208103,3,Mar 2081,2081,
208111,11,2081W11,208103,3,Mar 2081,2081,
208112,12,2081W12,208103,3,Mar 2081,2081,
208113,13,2081W13,208103,3,Mar 2081,2081,
208114,14,2081W14,208103,3,Mar 2081,2081,
208115,15,2081W15,208104,4,Abr 2081,2081,
208116,16,2081W16,208104,4,Abr 2081,2081,
208117,17,2081W17,208104,4,Abr 2081,2081,
208118,18,2081W18,208104,4,Abr 2081,2081,
208119,19,2081W19,208105,5,May 2081,2081,
208120,20,2081W20,208105,5,May 2081,2081,
208121,21,2081W21,208105,5,May 2081,2081,
208122,22,2081W22,208105,5,May 2081,2081,
208123,23,2081W23,208106,6,Jun 2081,2081,
208124,24,2081W24,208106,6,Jun 2081,2081,
208125,25,2081W25,208106,6,Jun 2081,2081,
208126,26,2081W26,208106,6,Jun 2081,2081,
208127,27,2081W27,208106,6,Jun 2081,2081,
208128,28,2081W28,208107,7,Jul 2081,2081,
208129,29,2081W29,208107,7,Jul 2081,2081,
208130,30,2081W30,208107,7,Jul 2081,2081,
208131,31,2081W31,208107,7,Jul 2081,2081,
208132,32,2081W32,208108,8,Ago 2081,2081,
208133,33,2081W33,208108,8,Ago 2081,2081,
208134,34,2081W34,208108,8,Ago 2081,2081,
208135,35,2081W35,208108,8,Ago 2081,2081,
208136,36,2081W36,208109,9,Sep 2081,2081,
208137,37,2081W37,208109,9,Sep 2081,2081,
208138,38,2081W38,208109,9,Sep 2081,2081,
208139,39,2081W39,208109,9,Sep 2081,2081,
208140,40,2081W40,208109,9,Sep 2081,2081,
208141,41,2081W41,208110,10,Oct 2081,2081,
208142,42,2081W42,208110,10,Oct 2081,2081,
208143,43,2081W43,208110,10,Oct 2081,2081,
208144,44,2081W44,208110,10,Oct 2081,2081,
208145,45,2081W45,208111,11,Nov 2081,2081,
208146,46,2081W46,208111,11,Nov 2081,2081,
208147,47,2081W47,208111,11,Nov 2081,2081,
208148,48,2081W48,208111,11,Nov 2081,2081,
208149,49,2081W49,208112,12,Dic 2081,2081,
208150,50,2081W50,208112,12,Dic 2081,2081,
208151,51,2081W51,208112,12,Dic 2081,2081,
208152,52,2081W52,208112,12,Dic 2081,2081,
208201,1,2082W01,208112,12,Dic 2081,2082,
208202,2,2082W02,208201,1,Ene 2082,2082,
208203,3,2082W03,208201,1,Ene 2082,2082,
208204,4,2082W04,208201,1,Ene 2082,2082,
208205,5,2082W05,208201,1,Ene 2082,2082,
208206,6,2082W06,208202,2,Feb 2082,2082,
208207,7,2082W07,208202,2,Feb 2082,2082,
208208,8,2082W08,208202,2,Feb 2082,2082,
208209,9,2082W09,208202,2,Feb 2082,2082,
208210,10,2082W10,208203,3,Mar 2082,2082,
208211,11,2082W11,208203,3,Mar 2082,2082,
208212,12,2082W12,208203,3,Mar 2082,2082,
208213,13,2082W13,208203,3,Mar 2082,2082,
208214,14,2082W14,208203,3,Mar 2082,2082,
208215,15,2082W15,208204,4,Abr 2082,2082,
208216,16,2082W16,208204,4,Abr 2082,2082,
208217,17,2082W17,208204,4,Abr 2082,2082,
208218,18,2082W18,208204,4,Abr 2082,2082,
208219,19,2082W19,208205,5,May 2082,2082,
208220,20,2082W20,208205,5,May 2082,2082,
208221,21,2082W21,208205,5,May 2082,2082,
208222,22,2082W22,208205,5,May 2082,2082,
208223,23,2082W23,208206,6,Jun 2082,2082,
208224,24,2082W24,208206,6,Jun 2082,2082,
208225,25,2082W25,208206,6,Jun 2082,2082,
208226,26,2082W26,208206,6,Jun 2082,2082,
208227,27,2082W27,208206,6,Jun 2082,2082,
208228,28,2082W28,208207,7,Jul 2082,2082,
208229,29,2082W29,208207,7,Jul 2082,2082,
208230,30,2082W30,208207,7,Jul 2082,2082,
208231,31,2082W31,208207,7,Jul 2082,2082,
208232,32,2082W32,208208,8,Ago 2082,2082,
208233,33,2082W33,208208,8,Ago 2082,2082,
208234,34,2082W34,208208,8,Ago 2082,2082,
208235,35,2082W35,208208,8,Ago 2082,2082,
208236,36,2082W36,208208,8,Ago 2082,2082,
208237,37,2082W37,208209,9,Sep 2082,2082,
208238,38,2082W38,208209,9,Sep 2082,2082,
208239,39,2082W39,208209,9,Sep 2082,2082,
208240,40,2082W40,208209,9,Sep 2082,2082,
208241,41,2082W41,208210,10,Oct 2082,2082,
208242,42,2082W42,208210,10,Oct 2082,2082,
208243,43,2082W43,208210,10,Oct 2082,2082,
208244,44,2082W44,208210,10,Oct 2082,2082,
208245,45,2082W45,208211,11,Nov 2082,2082,
208246,46,2082W46,208211,11,Nov 2082,2082,
208247,47,2082W47,208211,11,Nov 2082,2082,
208248,48,2082W48,208211,11,Nov 2082,2082,
208249,49,2082W49,208211,11,Nov 2082,2082,
208250,50,2082W50,208212,12,Dic 2082,2082,
208251,51,2082W51,208212,12,Dic 2082,2082,
208252,52,2082W52,208212,12,Dic 2082,2082,
208253,53,2082W53,208212,12,Dic 2082,2082,
208301,1,2083W01,208301,1,Ene 2083,2083,
208302,2,2083W02,208301,1,Ene 2083,2083,
208303,3,2083W03,208301,1,Ene 2083,2083,
208304,4,2083W04,208301,1,Ene 2083,2083,
208305,5,2083W05,208302,2,Feb 2083,2083,
208306,6,2083W06,208302,2,Feb 2083,2083,
208307,7,2083W07,208302,2,Feb 2083,2083,
208308,8,2083W08,208302,2,Feb 2083,2083,
208309,9,2083W09,208303,3,Mar 2083,2083,
208310,10,2083W10,208303,3,Mar 2083,2083,
208311,11,2083W11,208303,3,Mar 2083,2083,
208312,12,2083W12,208303,3,Mar 2083,2083,
208313,13,2083W13,208303,3,Mar 2083,2083,
208314,14,2083W14,208304,4,Abr 2083,2083,
208315,15,2083W15,208304,4,Abr 2083,2083,
208316,16,2083W16,208304,4,Abr 2083,2083,
208317,17,2083W17,208304,4,Abr 2083,2083,
208318,18,2083W18,208305,5,May 2083,2083,
208319,19,2083W19,208305,5,May 2083,2083,
208320,20,2083W20,208305,5,May 2083,2083,
208321,21,2083W21,208305,5,May 2083,2083,
208322,22,2083W22,208305,5,May 2083,2083,
208323,23,2083W23,208306,6,Jun 2083,2083,
208324,24,2083W24,208306,6,Jun 2083,2083,
208325,25,2083W25,208306,6,Jun 2083,2083,
208326,26,2083W26,208306,6,Jun 2083,2083,
208327,27,2083W27,208307,7,Jul 2083,2083,
208328,28,2083W28,208307,7,Jul 2083,2083,
208329,29,2083W29,208307,7,Jul 2083,2083,
208330,30,2083W30,208307,7,Jul 2083,2083,
208331,31,2083W31,208308,8,Ago 2083,2083,
208332,32,2083W32,208308,8,Ago 2083,2083,
208333,33,2083W33,208308,8,Ago 2083,2083,
208334,34,2083W34,208308,8,Ago 2083,2083,
208335,35,2083W35,208308,8,Ago 2083,2083,
208336,36,2083W36,208309,9,Sep 2083,2083,
208337,37,2083W37,208309,9,Sep 2083,2083,
208338,38,2083W38,208309,9,Sep 2083,2083,
208339,39,2083W39,208309,9,Sep 2083,2083,
208340,40,2083W40,208310,10,Oct 2083,2083,
208341,41,2083W41,208310,10,Oct 2083,2083,
208342,42,2083W42,208310,10,Oct 2083,2083,
208343,43,2083W43,208310,10,Oct 2083,2083,
208344,44,2083W44,208311,11,Nov 2083,2083,
208345,45,2083W45,208311,11,Nov 2083,2083,
208346,46,2083W46,208311,11,Nov 2083,2083,
208347,47,2083W47,208311,11,Nov 2083,2083,
208348,48,2083W48,208311,11,Nov 2083,2083,
208349,49,2083W49,208312,12,Dic 2083,2083,
208350,50,2083W50,208312,12,Dic 2083,2083,
208351,51,2083W51,208312,12,Dic 2083,2083,
208352,52,2083W52,208312,12,Dic 2083,2083,
208401,1,2084W01,208401,1,Ene 2084,2084,
208402,2,2084W02,208401,1,Ene 2084,2084,
208403,3,2084W03,208401,1,Ene 2084,2084,
208404,4,2084W04,208401,1,Ene 2084,2084,
208405,5,2084W05,208401,1,Ene 2084,2084,
208406,6,2084W06,208402,2,Feb 2084,2084,
208407,7,2084W07,208402,2,Feb 2084,2084,
208408,8,2084W08,208402,2,Feb 2084,2084,
208409,9,2084W09,208402,2,Feb 2084,2084,
208410,10,2084W10,208403,3,Mar 2084,2084,
208411,11,2084W11,208403,3,Mar 2084,2084,
208412,12,2084W12,208403,3,Mar 2084,2084,
208413,13,2084W13,208403,3,Mar 2084,2084,
208414,14,2084W14,208404,4,Abr 2084,2084,
208415,15,2084W15,208404,4,Abr 2084,2084,
208416,16,2084W16,208404,4,Abr 2084,2084,
208417,17,2084W17,208404,4,Abr 2084,2084,
208418,18,2084W18,208405,5,May 2084,2084,
208419,19,2084W19,208405,5,May 2084,2084,
208420,20,2084W20,208405,5,May 2084,2084,
208421,21,2084W21,208405,5,May 2084,2084,
208422,22,2084W22,208405,5,May 2084,2084,
208423,23,2084W23,208406,6,Jun 2084,2084,
208424,24,2084W24,208406,6,Jun 2084,2084,
208425,25,2084W25,208406,6,Jun 2084,2084,
208426,26,2084W26,208406,6,Jun 2084,2084,
208427,27,2084W27,208407,7,Jul 2084,2084,
208428,28,2084W28,208407,7,Jul 2084,2084,
208429,29,2084W29,208407,7,Jul 2084,2084,
208430,30,2084W30,208407,7,Jul 2084,2084,
208431,31,2084W31,208407,7,Jul 2084,2084,
208432,32,2084W32,208408,8,Ago 2084,2084,
208433,33,2084W33,208408,8,Ago 2084,2084,
208434,34,2084W34,208408,8,Ago 2084,2084,
208435,35,2084W35,208408,8,Ago 2084,2084,
208436,36,2084W36,208409,9,Sep 2084,2084,
208437,37,2084W37,208409,9,Sep 2084,2084,
208438,38,2084W38,208409,9,Sep 2084,2084,
208439,39,2084W39,208409,9,Sep 2084,2084,
208440,40,2084W40,208410,10,Oct 2084,2084,
208441,41,2084W41,208410,10,Oct 2084,2084,
208442,42,2084W42,208410,10,Oct 2084,2084,
208443,43,2084W43,208410,10,Oct 2084,2084,
208444,44,2084W44,208410,10,Oct 2084,2084,
208445,45,2084W45,208411,11,Nov 2084,2084,
208446,46,2084W46,208411,11,Nov 2084,2084,
208447,47,2084W47,208411,11,Nov 2084,2084,
208448,48,2084W48,208411,11,Nov 2084,2084,
208449,49,2084W49,208412,12,Dic 2084,2084,
208450,50,2084W50,208412,12,Dic 2084,2084,
208451,51,2084W51,208412,12,Dic 2084,2084,
208452,52,2084W52,208412,12,Dic 2084,2084,
208501,1,2085W01,208501,1,Ene 2085,2085,
208502,2,2085W02,208501,1,Ene 2085,2085,
208503,3,2085W03,208501,1,Ene 2085,2085,
208504,4,2085W04,208501,1,Ene 2085,2085,
208505,5,2085W05,208501,1,Ene 2085,2085,
208506,6,2085W06,208502,2,Feb 2085,2085,
208507,7,2085W07,208502,2,Feb 2085,2085,
208508,8,2085W08,208502,2,Feb 2085,2085,
208509,9,2085W09,208502,2,Feb 2085,2085,
208510,10,2085W10,208503,3,Mar 2085,2085,
208511,11,2085W11,208503,3,Mar 2085,2085,
208512,12,2085W12,208503,3,Mar 2085,2085,
208513,13,2085W13,208503,3,Mar 2085,2085,
208514,14,2085W14,208504,4,Abr 2085,2085,
208515,15,2085W15,208504,4,Abr 2085,2085,
208516,16,2085W16,208504,4,Abr 2085,2085,
208517,17,2085W17,208504,4,Abr 2085,2085,
208518,18,2085W18,208504,4,Abr 2085,2085,
208519,19,2085W19,208505,5,May 2085,2085,
208520,20,2085W20,208505,5,May 2085,2085,
208521,21,2085W21,208505,5,May 2085,2085,
208522,22,2085W22,208505,5,May 2085,2085,
208523,23,2085W23,208506,6,Jun 2085,2085,
208524,24,2085W24,208506,6,Jun 2085,2085,
208525,25,2085W25,208506,6,Jun 2085,2085,
208526,26,2085W26,208506,6,Jun 2085,2085,
208527,27,2085W27,208507,7,Jul 2085,2085,
208528,28,2085W28,208507,7,Jul 2085,2085,
208529,29,2085W29,208507,7,Jul 2085,2085,
208530,30,2085W30,208507,7,Jul 2085,2085,
208531,31,2085W31,208507,7,Jul 2085,2085,
208532,32,2085W32,208508,8,Ago 2085,2085,
208533,33,2085W33,208508,8,Ago 2085,2085,
208534,34,2085W34,208508,8,Ago 2085,2085,
208535,35,2085W35,208508,8,Ago 2085,2085,
208536,36,2085W36,208509,9,Sep 2085,2085,
208537,37,2085W37,208509,9,Sep 2085,2085,
208538,38,2085W38,208509,9,Sep 2085,2085,
208539,39,2085W39,208509,9,Sep 2085,2085,
208540,40,2085W40,208510,10,Oct 2085,2085,
